"sample_name","sample_title","organism","strain","age","sex","tissue","collection_date","Dataset","Run","Sample","Replicate","GMCode","TZCode","Locus","Abbreviation","ChimpNumber","Alive","title","library_ID","design_description","library_strategy","library_source","library_selection","library_layout","platform","instrument_model","filetype","filename","filename2","Filename","SRR"
"170710_M00281_0242_000000000-BBC66_Rep1-B-GM20_S116_L001","Dataset_1-GM_3978-Locus_B","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170710_M00281_0242_000000000-BBC66","20",1,3978,,"B","IMA",71,"Yes","Dataset_1-GM_3978-Locus_B","170710_M00281_0242_000000000-BBC66_Rep1-B-GM20_S116_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-B-GM20_S116_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-B-GM20_S116_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-B-GM20_S116_L001_R1_001.fastq.gz","SRR6742250"
"170712_M00281_0243_000000000-BBD2K_Rep2-B-GM20_S116_L001","Dataset_1-GM_3978-Locus_B","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170712_M00281_0243_000000000-BBD2K","20",2,3978,,"B","IMA",71,"Yes","Dataset_1-GM_3978-Locus_B","170712_M00281_0243_000000000-BBD2K_Rep2-B-GM20_S116_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-B-GM20_S116_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-B-GM20_S116_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-B-GM20_S116_L001_R1_001.fastq.gz","SRR6742387"
"170717_M00281_0245_000000000-BBYDN_Rep3-B-GM20_S116_L001","Dataset_1-GM_3978-Locus_B","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170717_M00281_0245_000000000-BBYDN","20",3,3978,,"B","IMA",71,"Yes","Dataset_1-GM_3978-Locus_B","170717_M00281_0245_000000000-BBYDN_Rep3-B-GM20_S116_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-B-GM20_S116_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-B-GM20_S116_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-B-GM20_S116_L001_R1_001.fastq.gz","SRR6742388"
"170721_M00281_0248_000000000-BBWCL_Pooled-B-GM20_S116_L001","Dataset_1-GM_3978-Locus_B","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170721_M00281_0248_000000000-BBWCL","20",,3978,,"B","IMA",71,"Yes","Dataset_1-GM_3978-Locus_B","170721_M00281_0248_000000000-BBWCL_Pooled-B-GM20_S116_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-B-GM20_S116_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-B-GM20_S116_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-B-GM20_S116_L001_R1_001.fastq.gz","SRR6742256"
"170710_M00281_0242_000000000-BBC66_Rep1-C-GM20_S128_L001","Dataset_1-GM_3978-Locus_C","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170710_M00281_0242_000000000-BBC66","20",1,3978,,"C","IMA",71,"Yes","Dataset_1-GM_3978-Locus_C","170710_M00281_0242_000000000-BBC66_Rep1-C-GM20_S128_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-C-GM20_S128_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-C-GM20_S128_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-C-GM20_S128_L001_R1_001.fastq.gz","SRR6742390"
"170712_M00281_0243_000000000-BBD2K_Rep2-C-GM20_S128_L001","Dataset_1-GM_3978-Locus_C","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170712_M00281_0243_000000000-BBD2K","20",2,3978,,"C","IMA",71,"Yes","Dataset_1-GM_3978-Locus_C","170712_M00281_0243_000000000-BBD2K_Rep2-C-GM20_S128_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-C-GM20_S128_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-C-GM20_S128_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-C-GM20_S128_L001_R1_001.fastq.gz","SRR6742383"
"170717_M00281_0245_000000000-BBYDN_Rep3-C-GM20_S128_L001","Dataset_1-GM_3978-Locus_C","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170717_M00281_0245_000000000-BBYDN","20",3,3978,,"C","IMA",71,"Yes","Dataset_1-GM_3978-Locus_C","170717_M00281_0245_000000000-BBYDN_Rep3-C-GM20_S128_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-C-GM20_S128_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-C-GM20_S128_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-C-GM20_S128_L001_R1_001.fastq.gz","SRR6742384"
"170721_M00281_0248_000000000-BBWCL_Pooled-C-GM20_S128_L001","Dataset_1-GM_3978-Locus_C","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170721_M00281_0248_000000000-BBWCL","20",,3978,,"C","IMA",71,"Yes","Dataset_1-GM_3978-Locus_C","170721_M00281_0248_000000000-BBWCL_Pooled-C-GM20_S128_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-C-GM20_S128_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-C-GM20_S128_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-C-GM20_S128_L001_R1_001.fastq.gz","SRR6742389"
"170710_M00281_0242_000000000-BBC66_Rep1-D-GM20_S140_L001","Dataset_1-GM_3978-Locus_D","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170710_M00281_0242_000000000-BBC66","20",1,3978,,"D","IMA",71,"Yes","Dataset_1-GM_3978-Locus_D","170710_M00281_0242_000000000-BBC66_Rep1-D-GM20_S140_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-D-GM20_S140_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-D-GM20_S140_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-D-GM20_S140_L001_R1_001.fastq.gz","SRR6742386"
"170712_M00281_0243_000000000-BBD2K_Rep2-D-GM20_S140_L001","Dataset_1-GM_3978-Locus_D","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170712_M00281_0243_000000000-BBD2K","20",2,3978,,"D","IMA",71,"Yes","Dataset_1-GM_3978-Locus_D","170712_M00281_0243_000000000-BBD2K_Rep2-D-GM20_S140_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-D-GM20_S140_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-D-GM20_S140_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-D-GM20_S140_L001_R1_001.fastq.gz","SRR6742391"
"170717_M00281_0245_000000000-BBYDN_Rep3-D-GM20_S140_L001","Dataset_1-GM_3978-Locus_D","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170717_M00281_0245_000000000-BBYDN","20",3,3978,,"D","IMA",71,"Yes","Dataset_1-GM_3978-Locus_D","170717_M00281_0245_000000000-BBYDN_Rep3-D-GM20_S140_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-D-GM20_S140_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-D-GM20_S140_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-D-GM20_S140_L001_R1_001.fastq.gz","SRR6742392"
"170721_M00281_0248_000000000-BBWCL_Pooled-D-GM20_S140_L001","Dataset_1-GM_3978-Locus_D","pan troglodytes","schweinfurthii","not collected","female","feces","2014-11-05",1,"170721_M00281_0248_000000000-BBWCL","20",,3978,,"D","IMA",71,"Yes","Dataset_1-GM_3978-Locus_D","170721_M00281_0248_000000000-BBWCL_Pooled-D-GM20_S140_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-D-GM20_S140_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-D-GM20_S140_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-D-GM20_S140_L001_R1_001.fastq.gz","SRR6742385"
"170710_M00281_0242_000000000-BBC66_Rep1-1-GM21_S153_L001","Dataset_1-GM_3993-Locus_1","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170710_M00281_0242_000000000-BBC66","21",1,3993,,"1","FO",4,"Yes","Dataset_1-GM_3993-Locus_1","170710_M00281_0242_000000000-BBC66_Rep1-1-GM21_S153_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-1-GM21_S153_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-1-GM21_S153_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-1-GM21_S153_L001_R1_001.fastq.gz","SRR6742289"
"170712_M00281_0243_000000000-BBD2K_Rep2-1-GM21_S153_L001","Dataset_1-GM_3993-Locus_1","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170712_M00281_0243_000000000-BBD2K","21",2,3993,,"1","FO",4,"Yes","Dataset_1-GM_3993-Locus_1","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM21_S153_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM21_S153_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM21_S153_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-1-GM21_S153_L001_R1_001.fastq.gz","SRR6742352"
"170717_M00281_0245_000000000-BBYDN_Rep3-1-GM21_S153_L001","Dataset_1-GM_3993-Locus_1","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170717_M00281_0245_000000000-BBYDN","21",3,3993,,"1","FO",4,"Yes","Dataset_1-GM_3993-Locus_1","170717_M00281_0245_000000000-BBYDN_Rep3-1-GM21_S153_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-1-GM21_S153_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-1-GM21_S153_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-1-GM21_S153_L001_R1_001.fastq.gz","SRR6742351"
"170721_M00281_0248_000000000-BBWCL_Pooled-1-GM21_S153_L001","Dataset_1-GM_3993-Locus_1","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170721_M00281_0248_000000000-BBWCL","21",,3993,,"1","FO",4,"Yes","Dataset_1-GM_3993-Locus_1","170721_M00281_0248_000000000-BBWCL_Pooled-1-GM21_S153_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-1-GM21_S153_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-1-GM21_S153_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-1-GM21_S153_L001_R1_001.fastq.gz","SRR6741558"
"170710_M00281_0242_000000000-BBC66_Rep1-2-GM21_S165_L001","Dataset_1-GM_3993-Locus_2","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170710_M00281_0242_000000000-BBC66","21",1,3993,,"2","FO",4,"Yes","Dataset_1-GM_3993-Locus_2","170710_M00281_0242_000000000-BBC66_Rep1-2-GM21_S165_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-2-GM21_S165_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-2-GM21_S165_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-2-GM21_S165_L001_R1_001.fastq.gz","SRR6742353"
"170712_M00281_0243_000000000-BBD2K_Rep2-2-GM21_S165_L001","Dataset_1-GM_3993-Locus_2","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170712_M00281_0243_000000000-BBD2K","21",2,3993,,"2","FO",4,"Yes","Dataset_1-GM_3993-Locus_2","170712_M00281_0243_000000000-BBD2K_Rep2-2-GM21_S165_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-2-GM21_S165_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-2-GM21_S165_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-2-GM21_S165_L001_R1_001.fastq.gz","SRR6742356"
"170717_M00281_0245_000000000-BBYDN_Rep3-2-GM21_S165_L001","Dataset_1-GM_3993-Locus_2","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170717_M00281_0245_000000000-BBYDN","21",3,3993,,"2","FO",4,"Yes","Dataset_1-GM_3993-Locus_2","170717_M00281_0245_000000000-BBYDN_Rep3-2-GM21_S165_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-2-GM21_S165_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-2-GM21_S165_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-2-GM21_S165_L001_R1_001.fastq.gz","SRR6742355"
"170721_M00281_0248_000000000-BBWCL_Pooled-2-GM21_S165_L001","Dataset_1-GM_3993-Locus_2","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170721_M00281_0248_000000000-BBWCL","21",,3993,,"2","FO",4,"Yes","Dataset_1-GM_3993-Locus_2","170721_M00281_0248_000000000-BBWCL_Pooled-2-GM21_S165_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-2-GM21_S165_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-2-GM21_S165_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-2-GM21_S165_L001_R1_001.fastq.gz","SRR6742354"
"170710_M00281_0242_000000000-BBC66_Rep1-3-GM21_S177_L001","Dataset_1-GM_3993-Locus_3","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170710_M00281_0242_000000000-BBC66","21",1,3993,,"3","FO",4,"Yes","Dataset_1-GM_3993-Locus_3","170710_M00281_0242_000000000-BBC66_Rep1-3-GM21_S177_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-3-GM21_S177_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-3-GM21_S177_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-3-GM21_S177_L001_R1_001.fastq.gz","SRR6741662"
"170712_M00281_0243_000000000-BBD2K_Rep2-3-GM21_S177_L001","Dataset_1-GM_3993-Locus_3","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170712_M00281_0243_000000000-BBD2K","21",2,3993,,"3","FO",4,"Yes","Dataset_1-GM_3993-Locus_3","170712_M00281_0243_000000000-BBD2K_Rep2-3-GM21_S177_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-3-GM21_S177_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-3-GM21_S177_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-3-GM21_S177_L001_R1_001.fastq.gz","SRR6741582"
"170717_M00281_0245_000000000-BBYDN_Rep3-3-GM21_S177_L001","Dataset_1-GM_3993-Locus_3","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170717_M00281_0245_000000000-BBYDN","21",3,3993,,"3","FO",4,"Yes","Dataset_1-GM_3993-Locus_3","170717_M00281_0245_000000000-BBYDN_Rep3-3-GM21_S177_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-3-GM21_S177_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-3-GM21_S177_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-3-GM21_S177_L001_R1_001.fastq.gz","SRR6741583"
"170721_M00281_0248_000000000-BBWCL_Pooled-3-GM21_S177_L001","Dataset_1-GM_3993-Locus_3","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170721_M00281_0248_000000000-BBWCL","21",,3993,,"3","FO",4,"Yes","Dataset_1-GM_3993-Locus_3","170721_M00281_0248_000000000-BBWCL_Pooled-3-GM21_S177_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-3-GM21_S177_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-3-GM21_S177_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-3-GM21_S177_L001_R1_001.fastq.gz","SRR6741666"
"170710_M00281_0242_000000000-BBC66_Rep1-4-GM21_S189_L001","Dataset_1-GM_3993-Locus_4","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170710_M00281_0242_000000000-BBC66","21",1,3993,,"4","FO",4,"Yes","Dataset_1-GM_3993-Locus_4","170710_M00281_0242_000000000-BBC66_Rep1-4-GM21_S189_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-4-GM21_S189_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-4-GM21_S189_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-4-GM21_S189_L001_R1_001.fastq.gz","SRR6741581"
"170712_M00281_0243_000000000-BBD2K_Rep2-4-GM21_S189_L001","Dataset_1-GM_3993-Locus_4","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170712_M00281_0243_000000000-BBD2K","21",2,3993,,"4","FO",4,"Yes","Dataset_1-GM_3993-Locus_4","170712_M00281_0243_000000000-BBD2K_Rep2-4-GM21_S189_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-4-GM21_S189_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-4-GM21_S189_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-4-GM21_S189_L001_R1_001.fastq.gz","SRR6741586"
"170717_M00281_0245_000000000-BBYDN_Rep3-4-GM21_S189_L001","Dataset_1-GM_3993-Locus_4","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170717_M00281_0245_000000000-BBYDN","21",3,3993,,"4","FO",4,"Yes","Dataset_1-GM_3993-Locus_4","170717_M00281_0245_000000000-BBYDN_Rep3-4-GM21_S189_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-4-GM21_S189_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-4-GM21_S189_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-4-GM21_S189_L001_R1_001.fastq.gz","SRR6741587"
"170721_M00281_0248_000000000-BBWCL_Pooled-4-GM21_S189_L001","Dataset_1-GM_3993-Locus_4","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170721_M00281_0248_000000000-BBWCL","21",,3993,,"4","FO",4,"Yes","Dataset_1-GM_3993-Locus_4","170721_M00281_0248_000000000-BBWCL_Pooled-4-GM21_S189_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-4-GM21_S189_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-4-GM21_S189_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-4-GM21_S189_L001_R1_001.fastq.gz","SRR6741580"
"170710_M00281_0242_000000000-BBC66_Rep1-A-GM21_S105_L001","Dataset_1-GM_3993-Locus_A","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170710_M00281_0242_000000000-BBC66","21",1,3993,,"A","FO",4,"Yes","Dataset_1-GM_3993-Locus_A","170710_M00281_0242_000000000-BBC66_Rep1-A-GM21_S105_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-A-GM21_S105_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-A-GM21_S105_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-A-GM21_S105_L001_R1_001.fastq.gz","SRR6742412"
"170712_M00281_0243_000000000-BBD2K_Rep2-A-GM21_S105_L001","Dataset_1-GM_3993-Locus_A","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170712_M00281_0243_000000000-BBD2K","21",2,3993,,"A","FO",4,"Yes","Dataset_1-GM_3993-Locus_A","170712_M00281_0243_000000000-BBD2K_Rep2-A-GM21_S105_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-A-GM21_S105_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-A-GM21_S105_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-A-GM21_S105_L001_R1_001.fastq.gz","SRR6742461"
"170717_M00281_0245_000000000-BBYDN_Rep3-A-GM21_S105_L001","Dataset_1-GM_3993-Locus_A","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170717_M00281_0245_000000000-BBYDN","21",3,3993,,"A","FO",4,"Yes","Dataset_1-GM_3993-Locus_A","170717_M00281_0245_000000000-BBYDN_Rep3-A-GM21_S105_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-A-GM21_S105_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-A-GM21_S105_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-A-GM21_S105_L001_R1_001.fastq.gz","SRR6741601"
"170721_M00281_0248_000000000-BBWCL_Pooled-A-GM21_S105_L001","Dataset_1-GM_3993-Locus_A","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170721_M00281_0248_000000000-BBWCL","21",,3993,,"A","FO",4,"Yes","Dataset_1-GM_3993-Locus_A","170721_M00281_0248_000000000-BBWCL_Pooled-A-GM21_S105_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-A-GM21_S105_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-A-GM21_S105_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-A-GM21_S105_L001_R1_001.fastq.gz","SRR6741790"
"170710_M00281_0242_000000000-BBC66_Rep1-B-GM21_S117_L001","Dataset_1-GM_3993-Locus_B","pan troglodytes","schweinfurthii","not collected","male","feces","2014-12-18",1,"170710_M00281_0242_000000000-BBC66","21",1,3993,,"B","FO",4,"Yes","Dataset_1-GM_3993-Locus_B","170710_M00281_0242_000000000-BBC66_Rep1-B-GM21_S117_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-B-GM21_S117_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-B-GM21_S117_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-B-GM21_S117_L001_R1_001.fastq.gz","SRR6742284"
